CM_D1_cov2_1	CM_D1_cov2_2	CM_D1_cov2_3	CM_D1_Mock_1	CM_D1_Mock_2	CM_D1_Mock_3	CM_D2_cov2_1	CM_D2_cov2_2	CM_D2_cov2_3	CM_D2_Mock_1	CM_D2_Mock_2	CM_D2_Mock_3
IFITM3	435	432	439	2072	2029	1824	1254	835	953	1446	1253	1670
IFITM4P	1	1	1	2	0	0	1	0	0	0	1	2
IFITM8P	0	0	0	0	0	0	0	0	1	0	0	0
IFITM9P	0	0	0	0	0	1	0	0	0	0	0	0
IFNA11P	0	0	0	0	0	0	0	0	0	0	0	0
IFNA2	0	0	0	0	0	0	0	0	0	0	0	0
IFNA22P	2	5	4	0	0	0	1	0	0	0	0	0
IFNA5	0	0	0	0	0	0	1	2	2	0	0	0
IFNA6	0	0	0	0	0	0	0	0	0	0	0	0
IFNAR1	150	234	218	569	436	444	126	143	120	250	239	237
IFNAR2	79	71	73	189	154	128	57	67	64	100	105	137
IFNB1	0	0	0	0	0	0	3	0	0	0	0	0
IFNE	0	0	0	0	0	0	0	0	0	0	0	0
IFNG	0	0	0	0	0	6	0	0	0	0	0	0
IFNG-AS1	0	0	0	0	0	0	0	0	0	0	0	0
IFNGR1	199	261	215	732	667	593	191	243	178	329	314	355
IFNGR2	318	341	315	1046	1040	885	277	324	288	606	595	731
IFNL1	0	0	0	0	0	0	0	0	1	0	0	0
IFNL2	0	1	0	0	0	0	0	3	0	0	0	0
IFNL3	0	2	0	0	0	3	1	0	0	0	0	0
IFNL3P1	0	1	0	0	0	0	0	0	0	0	0	0
IFNL4	0	0	0	0	0	0	0	0	0	0	0	0
IFNLR1	61	65	86	249	281	250	21	16	17	123	102	107
IFNWP19	0	0	0	0	0	0	0	0	0	0	0	0
IFRD1	440	546	564	627	543	536	715	992	879	399	355	493
IFRD2	135	197	174	932	774	838	152	187	215	415	360	412
IFT122	118	132	121	581	599	466	54	38	56	302	311	352
IFT140	207	343	323	742	755	630	112	141	133	422	408	474
IFT172	140	152	180	622	620	579	63	81	63	333	367	481
IFT20	138	131	166	745	741	683	65	92	76	384	431	433
IFT22	168	239	251	1277	1210	1131	62	75	71	507	495	605
IFT27	153	161	180	857	820	779	65	59	67	431	537	618
IFT43	146	176	106	679	676	619	62	85	72	302	339	396
IFT46	93	112	123	442	403	402	38	23	45	242	194	257
IFT52	147	232	217	854	782	675	97	76	90	322	368	399
IFT57	264	311	297	1510	1433	1356	131	154	139	618	691	749
IFT74	173	249	224	1233	1072	982	127	133	131	538	589	645
IFT74-AS1	0	0	0	3	11	0	0	1	0	4	1	3
IFT80	63	86	51	431	517	399	37	45	42	320	310	331
IFT81	182	239	182	1332	1294	1083	115	133	123	777	820	890
IFT88	109	145	134	690	673	562	54	50	52	373	397	459
IGBP1	381	457	371	2223	2049	2019	247	315	318	1381	1312	1637
IGBP1-AS2	0	0	0	0	0	0	0	0	0	0	1	0
IGBP1P1	0	0	0	0	1	1	0	0	0	1	1	0
IGBP1P3	0	0	0	0	0	0	0	0	1	0	0	0
IGBP1P4	0	0	0	1	2	2	31	22	43	2	0	1
IGBP1P5	0	0	0	0	0	0	0	0	0	1	0	1
IGDCC3	316	387	322	2040	2094	1824	234	265	321	796	795	958
IGDCC4	137	173	174	632	612	600	116	218	165	286	322	351
IGF1	4	0	0	2	17	15	3	1	2	1	16	1
IGF1R	983	1483	1347	1856	1828	1469	1185	1760	1331	835	919	921
IGF2	5854	6818	6624	15065	14029	13609	23500	23919	26085	12213	12163	12693
IGF2-AS	38	34	28	86	73	50	65	54	85	55	41	53
IGF2BP1	1771	2330	2110	5345	5288	4404	1377	1819	1528	2092	2415	2412
IGF2BP2	592	759	766	1908	1949	1746	526	582	513	1305	1309	1535
IGF2BP2-AS1	1	2	0	0	0	0	1	0	1	1	1	0
IGF2BP3	456	554	524	2323	2394	1872	378	444	374	1405	1405	1550
IGF2R	1299	1833	1664	5138	5013	4466	1934	2425	2249	2155	2279	2357
IGFALS	3	7	1	6	6	7	2	1	3	5	4	4
IGFBP1	0	3	1	0	3	0	0	2	3	0	4	0
IGFBP2	425	466	425	2291	2211	2571	324	419	433	1375	1296	1516
IGFBP3	934	1065	920	2712	2277	2391	4410	4596	4990	1524	1516	1707
IGFBP4	304	323	322	950	1014	1102	381	424	420	602	464	604
IGFBP5	527	667	608	4822	5116	4581	291	320	276	3317	3234	3674
IGFBP6	29	43	30	133	136	151	32	48	49	102	94	73
IGFBP7	401	449	390	1714	1421	1881	531	605	731	949	833	936
IGFBP7-AS1	0	0	1	1	2	4	0	0	2	1	4	2
IGFBPL1	4	13	17	79	83	74	3	6	7	41	33	51
IGFL1P1	0	0	0	0	0	0	0	0	0	2	0	1
IGFL2	0	0	0	0	3	6	0	0	0	1	2	0
IGFL2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
IGFL3	0	0	0	1	1	1	0	0	0	0	1	0
IGFL4	0	2	0	8	2	6	0	2	0	0	2	9
IGFLR1	2	3	7	18	16	19	1	3	1	5	8	5
IGFN1	0	0	0	0	0	0	0	0	0	3	0	0
IGHD	0	0	0	0	0	0	0	0	0	0	0	0
IGHEP2	0	0	0	0	1	0	4	3	9	0	1	0
IGHM	0	0	0	0	0	0	0	1	1	1	0	0
IGHMBP2	189	252	237	528	494	458	87	94	110	272	268	313
IGHV3-72	0	0	0	0	0	0	0	0	0	0	0	1
IGIP	9	8	13	45	49	25	4	18	10	32	26	18
IGKC	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1-6	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-108	0	0	0	0	0	0	0	0	0	1	0	0
IGKV2D-30	0	0	0	0	0	0	0	0	0	0	0	0
IGLL1	0	0	0	1	0	0	0	0	0	0	0	0
IGLL4P	0	0	0	0	0	0	1	5	2	0	0	0
IGLON5	6	16	12	46	43	34	34	29	53	32	37	26
IGLV1-50	0	0	0	0	0	0	0	0	0	0	0	1
IGLV1-51	0	0	0	7	14	6	0	0	0	2	1	0
IGLV2-23	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-19	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-21	0	0	0	0	0	0	0	0	0	0	0	0
IGLV5-52	5	4	11	56	51	46	11	4	0	33	31	44
IGLV6-57	0	1	0	0	0	0	0	1	0	0	0	0
IGLVIVOR22-1	0	0	0	2	0	1	0	0	0	1	0	1
IGLVV-58	1	0	0	0	0	0	0	0	0	0	0	0
IGSF1	97	97	119	207	220	196	219	219	220	185	197	193
IGSF10	4	8	5	41	34	33	13	5	8	15	12	16
IGSF11	5	10	22	27	22	16	20	24	18	9	16	19
IGSF21	0	1	0	0	0	0	0	0	1	0	0	0
IGSF22	0	0	3	4	1	0	2	0	0	1	1	0
IGSF23	0	0	0	0	2	2	0	1	0	0	0	0
IGSF3	746	1008	894	4173	4441	3725	427	624	536	1720	1710	1981
IGSF5	1	6	3	33	41	45	2	2	1	30	23	37
IGSF8	39	57	64	245	211	258	59	100	90	122	123	164
IGSF9	29	27	24	118	77	82	18	19	20	45	29	42
IGSF9B	19	20	27	80	98	69	6	2	1	53	54	46
IHH	4	3	2	16	2	10	12	5	4	5	4	13
IK	475	579	572	2947	2667	2681	375	463	391	1416	1349	1716
IKBIP	172	214	206	654	635	647	225	218	216	352	369	410
IKBKB	116	157	133	522	521	505	84	98	84	254	319	338
IKBKE	58	54	82	334	312	368	35	31	27	164	176	199
IKBKG	15	8	12	39	47	53	5	4	5	22	29	24
IKZF1	0	1	0	3	11	3	1	4	3	6	3	7
IKZF2	154	193	193	131	91	80	159	202	204	115	85	132
IKZF3	1	0	0	0	0	4	4	14	8	2	0	0
IKZF4	94	137	118	459	536	428	51	74	77	210	227	219
IKZF5	268	319	360	338	333	281	225	283	263	173	148	159
IL10	0	0	0	0	0	0	0	0	0	0	0	0
IL10RA	6	1	0	4	12	0	2	3	1	4	1	1
IL10RB	19	35	29	121	98	102	26	17	26	56	69	62
IL10RB-AS1	0	0	0	0	1	0	0	0	0	0	0	1
IL11	24	22	29	44	29	47	235	291	298	20	25	18
IL11RA	128	160	126	901	884	805	63	73	83	459	529	619
IL12A	0	1	1	1	0	4	0	6	8	1	0	1
IL12A-AS1	0	0	0	0	0	0	0	0	1	1	0	0
IL12B	0	0	0	0	0	0	0	0	0	0	2	2
IL12RB1	0	0	0	0	0	0	0	1	0	0	0	0
IL12RB2	0	4	1	1	1	1	1	0	0	1	2	0
IL13	0	0	0	0	0	0	0	0	0	0	0	0
IL13RA1	236	309	279	943	985	751	235	248	221	369	359	468
IL13RA2	1	1	1	1	1	1	1	1	2	0	0	2
IL15	2	1	1	2	1	0	1	1	2	2	0	2
IL15RA	0	3	6	2	8	8	0	2	2	0	3	1
IL16	15	15	15	1	0	0	14	14	13	0	1	1
IL17B	7	2	0	21	5	18	3	1	2	19	7	16
IL17C	0	0	1	0	0	0	0	0	0	0	0	0
IL17D	17	21	36	151	131	134	14	20	14	72	43	81
IL17F	0	0	0	0	0	0	1	0	1	0	1	0
IL17RA	47	46	46	162	157	145	39	32	38	50	58	102
IL17RB	45	48	54	205	196	177	17	20	22	91	85	93
IL17RC	59	73	74	223	268	284	30	21	29	141	134	152
IL17RD	442	494	467	2383	2432	1936	33	60	50	1258	1266	1363
IL17RE	16	10	23	10	27	21	2	10	9	11	16	7
IL17REL	0	0	1	0	5	1	0	1	0	2	3	4
IL18	0	1	2	9	9	4	4	4	4	8	11	8
IL18BP	47	63	79	181	152	94	78	89	76	93	96	103
IL18R1	8	10	14	20	26	19	47	72	56	23	16	36
IL18RAP	0	0	0	0	0	0	2	2	1	1	2	1
IL19	1	0	1	0	1	1	11	13	17	0	0	1
IL1A	2	0	6	0	1	4	14	6	11	3	4	3
IL1B	0	0	1	2	2	7	3	0	4	2	1	0
IL1R1	29	66	48	137	120	89	60	49	63	73	68	67
IL1R2	5	3	3	1	0	5	4	0	1	4	2	4
IL1RAP	63	70	78	320	272	193	177	170	158	240	224	240
IL1RAPL1	36	38	26	52	48	42	11	17	11	26	25	36
IL1RAPL2	4	4	9	10	11	14	3	6	2	9	14	13
IL1RL1	8	24	11	25	25	19	37	75	56	14	9	10
IL1RL2	0	0	0	0	0	0	0	3	3	0	0	0
IL1RN	0	0	1	0	2	0	0	0	0	0	0	3
IL2	1	0	0	0	0	0	0	0	0	0	0	0
IL20	0	0	0	0	1	0	36	34	17	0	0	0
IL20RA	4	3	1	30	17	14	0	1	4	18	7	20
IL20RB	17	14	7	39	11	30	35	45	28	14	7	13
IL20RB-AS1	0	0	0	0	0	0	0	0	0	0	0	0
IL21-AS1	0	0	0	9	16	4	1	0	0	5	2	6
IL21R	0	0	4	6	0	0	1	3	0	3	1	0
IL21R-AS1	0	0	0	1	2	3	1	0	0	0	2	0
IL22RA1	2	0	4	1	5	4	0	0	0	0	1	0
IL23A	1	0	0	4	5	6	3	1	5	4	4	3
IL23R	0	0	0	0	3	4	0	0	0	0	0	0
IL24	1	0	1	3	1	4	1	1	0	0	1	2
IL25	0	0	0	0	0	0	0	0	0	0	0	0
IL26	0	0	0	0	0	0	0	0	0	0	0	0
IL27	0	0	0	0	0	0	0	0	0	0	1	0
IL27RA	21	34	44	98	104	126	36	23	37	55	45	75
IL2RB	2	1	4	4	11	10	6	5	3	5	4	9
IL2RG	4	0	0	6	6	2	0	2	0	3	1	2
IL31	0	0	0	0	0	0	7	5	8	0	0	0
IL31RA	0	2	1	3	1	2	8	3	7	1	0	2
IL32	14	13	13	21	17	20	33	52	44	6	9	6
IL33	3	3	0	1	4	2	0	0	3	1	0	3
IL34	7	2	5	3	5	6	0	0	2	3	0	2
IL36A	0	0	0	0	0	0	0	0	0	0	0	0
IL36B	0	0	0	0	0	0	0	0	0	0	0	0
IL36G	0	1	1	1	2	1	0	0	1	2	1	1
IL36RN	0	0	0	0	0	0	0	0	0	0	0	0
IL37	0	0	0	1	1	0	0	0	0	0	0	0
IL3RA	1	3	0	5	7	2	3	2	4	4	3	2
IL4	0	0	0	0	0	0	0	0	0	0	0	0
IL4I1	0	0	6	0	0	0	1	1	1	2	0	0
IL4R	295	422	356	909	876	803	183	199	169	400	400	440
IL5	1	0	1	0	0	0	1	0	0	0	0	0
IL5RA	0	3	0	0	3	0	7	3	4	0	1	1
IL6	0	1	0	3	4	1	6	4	7	0	1	1
IL6R	24	24	17	40	29	24	44	47	41	24	20	14
IL6ST	1275	1856	1532	3178	2937	2480	2358	2818	2515	1972	1775	1884
IL6STP1	2	0	0	0	1	0	2	0	2	0	0	2
IL7	0	0	0	0	0	1	0	0	0	0	0	0
IL7R	3	1	0	14	6	3	32	43	24	4	5	9
IL9	0	0	0	0	0	0	0	0	0	0	0	0
IL9R	0	0	0	6	1	1	0	0	0	0	0	3
IL9RP3	0	1	0	0	0	0	0	0	0	0	0	0
ILDR1	0	1	0	0	0	2	0	0	1	1	0	1
ILDR2	253	341	291	817	767	762	78	151	116	328	437	460
ILF2	1508	1656	1555	8563	8752	7414	1148	1219	1333	3418	3393	4079
ILF2P1	0	0	1	0	0	1	0	0	0	0	0	2
ILF2P2	0	0	0	0	1	0	0	0	0	0	0	1
ILF3	3647	4534	4860	9934	10330	9151	5707	8869	8065	3877	4100	4583
ILF3-AS1	55	69	64	414	466	364	15	17	20	130	156	185
ILK	740	869	827	4454	3975	3927	654	691	706	2472	2420	2708
ILKAP	183	211	197	911	791	766	80	66	83	318	355	485
ILVBL	371	336	405	1554	1488	1451	172	172	207	701	672	809
IMMP1L	39	59	67	358	366	328	29	39	23	143	159	169
IMMP1LP2	0	0	0	0	0	0	0	0	1	1	1	0
IMMP2L	30	40	56	215	239	232	35	41	34	83	112	133
IMMT	849	956	934	5834	6057	5241	428	510	591	2715	2810	3390
IMMTP1	0	0	0	0	0	1	2	0	1	1	2	0
IMP3	164	150	167	774	702	850	62	68	83	373	395	346
IMP3P2	0	0	0	0	0	0	0	3	0	0	0	0
IMP4	240	329	322	1378	1306	1395	121	127	156	647	574	722
IMPA1	243	238	243	1213	1132	922	93	125	115	540	547	609
IMPA1P1	0	0	0	1	0	1	2	3	2	1	0	2
IMPA2	62	57	57	357	285	255	37	25	22	123	122	147
IMPACT	136	140	143	773	774	625	38	38	34	337	350	419
IMPAD1	301	376	396	1765	1791	1374	322	484	371	789	796	841
IMPDH1	91	101	113	339	316	327	77	91	68	158	181	191
IMPDH1P10	0	0	0	0	0	0	3	6	11	0	0	0
IMPDH1P11	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH1P3	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH1P4	0	0	0	0	0	0	0	0	0	0	0	1
IMPDH1P5	3	2	3	0	14	0	9	13	12	1	4	0
IMPDH1P8	0	3	0	2	5	0	0	1	1	0	0	3
IMPDH2	1142	1294	1353	6360	6013	5933	850	968	1073	3530	3547	4116
IMPG1	3	1	0	3	4	4	0	0	0	6	0	1
IMPG2	22	49	40	23	19	16	12	13	19	18	7	36
INA	38	32	40	82	56	97	195	202	243	22	20	20
INAFM1	10	26	15	58	62	94	13	24	31	22	15	36
INAFM2	457	492	520	2556	2732	2394	77	118	123	2454	2506	2884
INAVA	30	39	48	114	110	103	49	50	35	48	30	41
INCA1	11	8	5	48	28	15	5	6	5	12	13	17
INCENP	213	173	184	999	1220	729	128	190	138	249	247	263
INE1	6	7	12	15	15	16	5	4	5	12	7	15
INE2	0	0	0	0	0	0	0	0	0	0	0	0
INF2	232	266	275	972	848	975	268	336	342	540	545	612
ING1	75	88	100	247	238	255	139	220	230	103	94	126
ING2	77	79	82	326	309	316	72	98	96	129	139	164
ING3	242	289	237	578	451	379	171	232	217	209	206	232
ING4	211	222	221	1377	1324	1276	72	86	66	607	615	780
ING5	150	197	195	856	841	750	158	180	185	377	413	472
INGX	0	0	0	0	0	0	0	0	0	0	0	0
INHA	24	18	36	130	121	185	46	45	43	102	73	100
INHBA	243	332	322	214	181	210	866	952	833	141	190	154
INHBA-AS1	1	4	1	7	16	17	5	2	8	8	12	8
INHBB	0	0	2	0	2	2	4	2	4	1	0	0
INHBC	0	0	2	2	3	0	1	3	0	1	0	1
INHBE	28	22	58	22	9	28	81	94	93	14	15	11
INIP	126	143	140	534	484	398	46	39	32	181	200	228
INMT	3	6	6	15	19	6	5	4	10	15	22	13
INO80	594	811	869	728	745	653	932	1255	1253	357	329	362
INO80-AS1	0	0	0	0	0	0	0	0	1	0	0	0
INO80B	5	9	13	21	30	5	4	2	1	13	15	14
INO80C	88	85	100	579	524	480	55	36	48	247	219	307
INO80D	383	537	490	358	381	303	382	737	589	154	180	219
INO80E	232	292	305	1533	1563	1449	148	139	143	676	783	872
INPP1	36	45	17	71	52	64	56	61	56	42	48	47
INPP4A	172	203	190	670	752	574	91	103	104	328	347	412
INPP4B	71	108	85	87	57	59	34	42	57	45	36	41
INPP5A	400	533	480	1884	2041	1819	203	255	249	1068	988	1158
INPP5B	78	121	123	353	320	249	34	49	30	124	169	132
INPP5D	103	99	65	426	355	366	111	121	96	208	213	233
INPP5E	111	140	136	273	325	329	106	120	147	158	169	204
INPP5F	266	299	344	1100	1114	895	269	325	316	547	570	607
INPP5J	64	68	103	401	276	364	28	43	32	140	133	146
INPP5K	77	106	120	334	347	298	71	86	85	130	147	161
INPPL1	763	1005	1081	3730	3706	3736	763	899	989	1872	2001	2182
INS	0	0	0	0	0	0	0	0	0	0	0	0
INS-IGF2	0	0	0	0	0	0	0	0	0	0	0	0
INSC	0	0	0	0	3	0	0	0	0	0	0	3
INSIG1	477	469	517	520	600	500	231	281	280	273	251	258
INSIG2	103	105	114	502	496	418	193	211	171	597	700	552
INSL3	1	0	1	1	1	0	2	0	1	0	3	0
INSL4	0	0	0	0	0	1	0	0	0	0	0	0
INSL5	1	0	2	0	0	0	4	7	1	0	0	1
INSM1	0	0	0	0	0	0	0	3	1	0	0	0
INSM2	0	0	0	0	0	0	3	6	6	0	0	0
INSR	228	388	340	732	709	697	160	225	187	380	386	375
INSRR	0	0	3	9	4	13	0	4	2	1	3	5
INTS1	457	502	513	1835	1804	1806	215	300	294	899	881	953
INTS10	309	414	347	1326	1261	1011	146	173	174	688	645	766
INTS11	350	398	385	1102	1139	991	152	190	200	606	609	710
INTS12	215	272	267	1105	1037	901	114	138	123	505	460	533
INTS13	207	222	203	720	648	591	189	189	191	591	624	616
INTS14	239	296	303	967	1021	836	165	124	149	435	443	518
INTS2	120	163	139	399	369	329	171	212	229	236	275	309
INTS3	504	636	648	2300	2556	2049	306	403	398	1534	1668	1894
INTS4	160	167	165	717	749	618	66	100	76	283	355	406
INTS4P1	0	5	2	3	3	4	4	5	2	0	2	1
INTS4P2	0	0	0	0	0	0	0	0	0	0	0	0
INTS5	88	105	101	466	452	319	52	51	63	198	189	246
INTS6	378	576	546	385	427	386	1572	2065	1905	349	353	466
INTS6-AS1	7	8	10	31	28	29	3	8	10	28	22	34
INTS6L	433	511	488	1635	1647	1212	269	293	373	982	1028	1201
INTS6L-AS1	0	0	1	1	7	2	0	0	0	4	0	0
INTS6P1	2	0	0	0	0	0	4	1	5	1	0	0
INTS7	119	152	141	655	556	525	59	69	83	276	242	300
INTS8	260	285	288	1107	1038	858	168	177	173	712	711	846
INTS9	103	159	125	436	381	376	35	37	35	198	241	279
INTS9-AS1	0	0	0	0	0	0	0	0	0	0	0	0
INTU	218	294	286	453	526	377	98	138	122	368	325	450
INVS	86	90	90	253	252	193	48	37	63	115	85	148
IP6K1	668	761	847	963	917	836	925	1396	1262	393	376	450
IP6K2	879	987	1086	1959	1924	1881	534	669	603	897	903	1058
IP6K3	125	198	174	80	72	53	157	224	194	35	38	42
IPCEF1	10	28	26	20	10	8	11	5	8	3	5	11
IPMK	96	113	98	83	80	69	138	208	174	45	47	38
IPO11	207	266	222	775	766	531	114	137	98	304	322	349
IPO13	210	304	270	768	781	773	111	106	120	419	452	545
IPO4	12	8	12	35	22	26	3	6	5	11	21	15
IPO5	1921	2279	2029	9000	9311	7672	1528	1760	1705	4945	4815	5320
IPO5P1	43	63	46	264	286	216	13	9	11	126	100	163
IPO7	1279	1597	1545	5734	5520	4513	824	1065	901	3760	3700	3802
IPO7P1	0	1	2	0	3	1	0	0	0	1	4	2
IPO7P2	0	1	0	0	5	3	2	1	2	1	2	1
IPO8	333	422	393	1843	1926	1461	172	206	166	981	941	1070
IPO8P1	2	5	1	5	3	8	0	0	1	2	3	0
IPO9	774	941	918	4254	4589	3686	306	319	353	1827	1883	2190
IPO9-AS1	1	1	0	9	3	12	3	1	1	5	4	2
IPP	40	74	59	335	334	289	30	29	31	148	147	156
IPPK	277	301	282	286	288	234	90	112	101	155	118	160
IPPKP1	0	0	0	0	0	0	0	0	0	0	0	0
IQANK1	8	19	18	62	72	59	2	6	6	34	32	28
IQCA1	16	43	28	165	159	177	12	19	18	101	80	122
IQCA1-AS1	0	0	0	0	1	0	0	0	0	0	0	2
IQCA1L	2	1	0	1	0	0	5	2	2	0	1	0
IQCB1	174	169	147	694	707	652	79	124	100	442	379	466
IQCB2P	0	0	3	0	0	0	5	7	3	0	0	0
IQCC	44	58	53	131	144	128	116	203	185	39	24	38
IQCD	5	1	4	31	47	39	3	1	1	15	11	23
IQCE	197	200	265	668	697	611	77	70	99	322	305	405
IQCF1	0	0	2	0	0	0	1	2	1	0	0	0
IQCF2	0	0	0	0	0	0	0	3	0	0	0	0
IQCF4	0	0	0	0	0	0	2	0	0	0	0	0
IQCG	45	29	25	282	331	323	14	6	10	122	122	175
IQCH	27	38	15	127	124	133	2	3	4	48	50	72
IQCH-AS1	21	16	18	68	61	78	7	8	13	29	30	48
IQCJ	0	0	0	0	0	0	2	0	1	0	0	0
IQCJ-SCHIP1	21	21	14	60	49	74	22	38	48	31	28	34
IQCJ-SCHIP1-AS1	0	0	0	0	0	0	0	1	1	0	0	0
IQCK	39	48	42	206	215	176	22	17	25	134	95	140
IQCM	0	0	0	0	0	0	0	0	0	0	0	0
IQGAP1	496	604	592	990	747	748	925	1114	1042	494	470	558
IQGAP2	63	96	88	269	317	238	156	155	153	208	220	207
IQGAP3	184	133	150	1048	1391	813	143	117	114	301	340	350
IQSEC1	213	288	293	889	921	866	172	158	180	539	555	533
IQSEC2	46	35	35	280	293	276	15	19	18	143	138	189
IQSEC3	0	2	2	8	4	0	0	2	0	0	0	2
IQSEC3P1	0	0	0	1	1	0	0	0	0	2	1	1
IQUB	5	7	6	14	19	16	17	26	28	18	9	13
IRAK1	151	150	191	656	526	632	66	84	107	267	229	273
IRAK1BP1	48	75	41	232	231	195	7	3	9	141	117	136
IRAK2	34	69	41	15	18	19	34	40	30	5	12	14
IRAK3	1	7	1	21	11	16	12	3	3	5	4	12
IRAK4	57	64	53	227	239	194	42	40	30	120	122	112
IREB2	879	1192	965	2713	2590	2013	344	317	269	1143	1291	1291
IRF1	76	98	63	89	94	83	36	30	46	20	29	23
IRF2	81	141	128	147	157	127	114	143	138	110	121	123
IRF2BP1	109	165	200	462	365	464	79	149	165	206	160	172
IRF2BP2	632	789	774	1014	992	861	1336	2023	1815	728	711	770
IRF2BPL	604	769	786	1175	1164	1322	614	1394	1177	881	781	769
IRF3	244	260	294	1010	940	1061	158	195	195	483	475	616
IRF4	1	7	3	1	0	0	5	5	3	4	5	3
IRF5	1	2	0	0	1	1	1	0	2	2	1	2
IRF6	79	91	73	417	399	380	38	41	45	302	324	330
IRF7	25	39	28	70	77	124	132	46	70	30	45	32
IRF8	2	2	8	7	18	13	23	24	23	15	13	14
IRF9	6	8	8	15	10	13	21	7	11	22	11	23
IRGC	0	0	0	0	0	0	0	1	1	0	0	0
IRGM	2	1	1	0	0	0	15	29	15	0	1	1
IRGQ	316	369	351	1274	1186	1099	84	84	92	474	452	484
IRS1	1382	1713	1699	2850	2948	2884	1568	2741	2199	1271	1334	1262
IRS2	294	403	418	209	174	180	836	1468	1295	126	91	118
IRS3P	0	0	0	0	0	0	0	0	0	0	0	0
IRS4	4	1	3	0	0	0	0	5	3	0	0	3
IRX1	196	240	275	216	223	228	57	128	135	125	123	121
IRX2	222	254	290	498	479	448	130	252	205	234	199	256
IRX3	201	231	248	677	751	734	101	165	152	383	438	439
IRX4	904	936	1049	2494	2445	3256	129	310	267	1408	1381	1385
IRX5	44	56	68	146	149	155	21	34	45	63	76	68
IRX6	2	7	4	4	7	3	1	6	1	2	2	8
ISCA1	122	141	144	737	678	565	48	51	59	385	363	412
ISCA1P1	0	0	0	0	1	0	0	0	0	0	0	0
ISCA1P2	0	0	1	0	0	0	0	0	0	1	0	0
ISCA1P6	0	0	0	0	0	0	0	0	0	0	1	0
ISCA2	169	236	204	997	786	951	71	114	91	482	477	529
ISCA2P1	0	0	1	4	0	0	0	0	0	0	0	1
ISCU	372	405	408	1824	1600	1613	176	198	251	805	799	817
ISG15	79	87	153	486	381	529	660	49	116	295	236	347
ISG20	38	52	32	13	12	16	80	91	94	6	15	11
ISG20L2	184	264	237	692	614	584	126	148	143	285	293	385
ISL1	39	41	41	92	72	123	14	15	17	18	20	33
ISL2	0	0	1	1	0	2	2	1	1	0	2	0
ISLR	6	8	0	15	16	11	2	3	8	10	6	8
ISLR2	1	2	0	0	0	0	0	1	0	1	1	0
ISM1	0	1	3	6	3	1	5	2	1	1	0	4
ISM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ISM2	0	0	0	10	1	1	0	1	1	3	1	0
ISOC1	405	515	485	2970	3348	2518	377	452	473	2100	2109	2201
ISOC2	260	225	264	1431	1218	1490	92	91	98	807	690	858
ISPD	27	51	30	174	167	165	3	3	8	79	91	94
IST1	844	1096	988	3822	3486	3234	988	1206	1179	1864	1970	2204
ISX	7	5	7	10	15	10	31	15	27	23	24	24
ISY1	48	68	68	319	232	216	16	24	21	117	115	172
ISYNA1	818	899	1083	3496	3065	3967	677	1006	1082	2166	1933	2149
ITCH	603	737	663	1492	1366	1159	331	381	393	821	862	950
ITCH-IT1	0	0	0	0	0	0	0	1	0	0	0	0
ITFG1	355	522	438	2500	2180	2103	253	286	294	1210	1149	1386
ITFG1-AS1	0	0	0	1	1	0	0	0	0	0	0	0
ITFG2	91	145	93	574	496	463	34	45	48	209	245	294
ITFG2-AS1	0	0	0	13	10	8	0	0	2	4	12	12
ITGA1	265	374	299	748	654	565	1094	1209	1127	628	597	670
ITGA10	13	16	22	34	35	21	9	10	4	8	8	18
ITGA11	49	73	37	148	95	106	128	145	103	65	76	57
ITGA2	25	39	29	57	38	52	78	40	67	26	27	23
ITGA2B	8	5	7	9	8	3	4	9	5	11	6	19
ITGA3	449	534	507	1262	935	970	1101	1208	1161	639	652	676
ITGA4	12	19	16	72	32	31	69	59	44	27	18	21
ITGA5	723	838	868	1894	1692	1557	1011	1068	1025	861	863	970
ITGA6	237	325	278	1040	1085	951	128	129	115	496	387	549
ITGA7	155	301	278	1223	1153	1134	103	167	163	482	548	568
ITGA8	74	132	98	253	299	194	127	188	174	218	247	280
ITGA9	105	166	158	266	287	258	68	82	82	93	130	116
ITGA9-AS1	5	13	3	23	31	39	3	3	7	32	20	22
ITGAD	0	0	0	0	0	0	0	0	0	0	0	0
ITGAE	101	107	127	589	548	529	51	40	49	218	189	247
ITGAL	1	3	1	0	0	2	14	8	9	5	8	2
ITGAM	0	0	2	0	0	0	14	11	12	0	1	0
ITGAV	1261	1513	1323	5897	5823	4680	1936	2233	1947	3458	3452	3555
ITGAX	0	0	1	0	2	0	1	1	2	1	0	4
ITGB1	2213	2680	2359	11466	10820	10243	3263	3699	3561	6029	5775	6235
ITGB1BP1	232	204	290	1472	1384	1333	95	105	129	665	616	731
ITGB1BP2	234	286	281	2925	2740	2523	14	12	20	1920	2061	2466
ITGB2	0	0	4	5	1	5	3	8	2	1	8	6
ITGB2-AS1	0	0	0	1	4	0	0	1	0	0	1	0
